Event_ID,Event_Date,Model_Name,Region,Predicted_Class,Actual_Class,Prediction_Score,Latency_ms,Inference_Cost_USD,Drift_Score,Fairness_Gap,Business_Value_USD,Outcome_Status,Prediction_Correct,Drift_Alert,Fairness_Alert,Latency_Alert,Model_Health
EVT10255,2026-04-09,Demand_Model,South,Negative,Positive,0.965,75.0,0.153,0.291,0.108,67.89,Failure,0,Alert,Alert,Normal,Needs Attention
EVT10416,2026-04-24,Churn_Model,North,Negative,Negative,0.925,251.5,0.135,0.049,0.107,524.76,Success,1,Normal,Alert,Normal,Needs Attention
EVT10005,2026-04-17,Fraud_Model,South,Positive,Negative,0.845,218.5,0.106,0.02,0.115,268.5,Success,0,Normal,Alert,Normal,Needs Attention
EVT10257,2026-02-17,Demand_Model,East,Positive,Positive,0.81,402.1,0.083,0.105,0.043,1126.33,Success,1,Normal,Normal,Alert,Needs Attention
EVT10453,2026-06-28,Demand_Model,West,Positive,Positive,0.6,140.1,0.119,0.128,0.012,249.56,Failure,1,Normal,Normal,Normal,Healthy
EVT10227,2026-04-06,Fraud_Model,East,Positive,Positive,0.76,203.7,0.118,0.273,0.084,1363.03,Success,1,Alert,Normal,Normal,Needs Attention
EVT10432,2026-05-17,Fraud_Model,West,Negative,Positive,0.82,284.5,0.042,0.345,0.089,572.54,Success,0,Alert,Normal,Normal,Needs Attention
EVT10214,2026-05-19,Churn_Model,East,Negative,Negative,0.514,146.9,0.147,0.24,0.072,545.68,Success,1,Alert,Normal,Normal,Needs Attention
EVT10426,2026-02-27,Demand_Model,East,Positive,Negative,0.623,123.4,0.087,0.113,0.152,307.12,Success,0,Normal,Alert,Normal,Needs Attention
EVT10172,2026-03-03,Demand_Model,West,Negative,Negative,0.796,215.4,0.077,0.015,0.156,110.85,Success,1,Normal,Alert,Normal,Needs Attention
EVT10099,2026-05-16,Fraud_Model,South,Negative,Negative,0.732,237.8,0.048,0.15,0.109,737.54,Success,1,Normal,Alert,Normal,Needs Attention
EVT10293,2026-05-25,Demand_Model,North,Positive,Negative,0.569,192.6,0.133,0.239,0.109,1106.74,Success,0,Alert,Alert,Normal,Needs Attention
EVT10216,2026-04-07,Fraud_Model,West,Negative,Negative,0.635,148.3,0.052,0.015,0.113,68.72,Success,1,Normal,Alert,Normal,Needs Attention
EVT10062,2026-02-19,Demand_Model,South,Positive,Negative,0.743,249.0,0.025,0.277,0.038,145.43,Success,0,Alert,Normal,Normal,Needs Attention
EVT10048,2026-01-14,Churn_Model,East,Negative,Positive,0.79,165.5,0.134,0.214,0.155,852.01,Success,0,Alert,Alert,Normal,Needs Attention
EVT10033,2026-06-24,Fraud_Model,North,Positive,Positive,0.499,247.4,0.095,0.321,0.123,511.48,Success,1,Alert,Alert,Normal,Needs Attention
EVT10268,2026-06-13,Demand_Model,North,Negative,Positive,0.6,108.7,0.111,0.061,0.194,87.42,Success,0,Normal,Alert,Normal,Needs Attention
EVT10328,2026-04-03,Fraud_Model,East,Positive,Negative,0.917,84.6,0.071,0.22,0.159,1444.34,Success,0,Alert,Alert,Normal,Needs Attention
EVT10201,2026-05-10,Demand_Model,East,Positive,Negative,0.461,217.5,0.173,0.139,0.115,1482.24,Success,0,Normal,Alert,Normal,Needs Attention
EVT10451,2026-06-03,Fraud_Model,North,Positive,Negative,0.851,264.2,0.026,0.134,0.12,513.63,Success,0,Normal,Alert,Normal,Needs Attention
EVT10028,2026-03-30,Demand_Model,North,Positive,Positive,0.777,114.2,0.056,0.155,0.157,233.09,Success,1,Normal,Alert,Normal,Needs Attention
EVT10393,2026-06-29,Demand_Model,North,Negative,Positive,0.706,322.3,0.177,0.215,0.069,401.74,Success,0,Alert,Normal,Alert,Needs Attention
EVT10231,2026-05-08,Demand_Model,East,Negative,Positive,0.664,176.1,0.086,0.114,0.05,339.15,Success,0,Normal,Normal,Normal,Healthy
EVT10261,2026-02-23,Fraud_Model,East,Positive,Negative,0.576,429.5,0.14,0.274,0.181,1289.47,Success,0,Alert,Alert,Alert,Needs Attention
EVT10289,2026-05-28,Fraud_Model,East,Negative,Positive,0.784,239.7,0.1,0.291,0.154,1036.81,Success,0,Alert,Alert,Normal,Needs Attention
EVT10163,2026-05-09,Demand_Model,South,Positive,Negative,0.772,196.0,0.088,0.307,0.021,211.25,Success,0,Alert,Normal,Normal,Needs Attention
EVT10429,2026-03-03,Demand_Model,West,Positive,Negative,0.741,185.0,0.103,0.315,0.197,1086.6,Success,0,Alert,Alert,Normal,Needs Attention
EVT10139,2026-05-31,Demand_Model,North,Negative,Negative,0.546,202.8,0.119,0.247,0.059,726.76,Success,1,Alert,Normal,Normal,Needs Attention
EVT10063,2026-04-14,Demand_Model,North,Negative,Positive,0.964,213.5,0.017,0.33,0.184,1342.41,Success,0,Alert,Alert,Normal,Needs Attention
EVT10136,2026-02-21,Churn_Model,East,Positive,Negative,0.919,219.6,0.1,0.206,0.171,890.61,Success,0,Alert,Alert,Normal,Needs Attention
EVT10129,2026-01-15,Demand_Model,East,Negative,Negative,0.813,104.1,0.133,0.306,0.023,1399.43,Success,1,Alert,Normal,Normal,Needs Attention
EVT10481,2026-01-02,Churn_Model,South,Positive,Positive,0.524,74.4,0.115,0.184,0.082,263.48,Success,1,Normal,Normal,Normal,Healthy
EVT10009,2026-05-02,Fraud_Model,West,Positive,Negative,0.588,204.3,0.17,0.32,0.051,1187.92,Success,0,Alert,Normal,Normal,Needs Attention
EVT10327,2026-01-24,Demand_Model,South,Negative,Positive,0.519,130.0,0.092,0.136,0.088,1046.58,Success,0,Normal,Normal,Normal,Healthy
EVT10468,2026-03-10,Fraud_Model,West,Positive,Positive,0.456,159.7,0.17,0.244,0.189,609.61,Success,1,Alert,Alert,Normal,Needs Attention
EVT10065,2026-01-02,Demand_Model,East,Positive,Positive,0.944,173.5,0.15,0.255,0.122,514.04,Success,1,Alert,Alert,Normal,Needs Attention
EVT10301,2026-02-07,Fraud_Model,North,Positive,Positive,0.641,286.7,0.063,0.299,0.139,530.16,Success,1,Alert,Alert,Normal,Needs Attention
EVT10015,2026-06-01,Fraud_Model,North,Positive,Negative,0.899,132.3,0.017,0.137,0.12,892.73,Success,0,Normal,Alert,Normal,Needs Attention
EVT10157,2026-02-13,Fraud_Model,South,Positive,Negative,0.721,232.9,0.174,0.253,0.078,1109.21,Failure,0,Alert,Normal,Normal,Needs Attention
EVT10041,2026-01-21,Churn_Model,West,Negative,Negative,0.924,161.0,0.156,0.18,0.135,853.82,Success,1,Normal,Alert,Normal,Needs Attention
EVT10380,2026-04-08,Fraud_Model,North,Negative,Negative,0.873,119.0,0.172,0.094,0.133,647.98,Failure,1,Normal,Alert,Normal,Needs Attention
EVT10464,2026-02-02,Demand_Model,West,Negative,Positive,0.733,138.1,0.03,0.188,0.076,1400.96,Success,0,Normal,Normal,Normal,Healthy
EVT10407,2026-04-26,Fraud_Model,West,Positive,Negative,0.538,438.53999999999985,0.07,0.067,0.022,767.06,Failure,0,Normal,Normal,Alert,Needs Attention
EVT10217,2026-05-04,Fraud_Model,East,Negative,Negative,0.656,226.4,0.078,0.08,0.037,378.7,Failure,1,Normal,Normal,Normal,Healthy
EVT10280,2026-02-23,Fraud_Model,South,Negative,Positive,0.785,140.4,0.07,0.185,0.156,704.23,Success,0,Normal,Alert,Normal,Needs Attention
EVT10439,2026-04-06,Fraud_Model,North,Positive,Negative,0.859,145.2,0.136,0.173,0.056,532.53,Success,0,Normal,Normal,Normal,Healthy
EVT10435,2026-02-27,Demand_Model,South,Positive,Negative,0.714,193.8,0.098,0.292,0.1,1302.05,Success,0,Alert,Alert,Normal,Needs Attention
EVT10338,2026-01-25,Fraud_Model,North,Negative,Negative,0.806,209.3,0.037,0.293,0.166,1110.77,Success,1,Alert,Alert,Normal,Needs Attention
EVT10237,2026-06-27,Churn_Model,South,Positive,Negative,0.526,127.4,0.081,0.214,0.045,725.87,Success,0,Alert,Normal,Normal,Needs Attention
EVT10208,2026-05-25,Churn_Model,North,Positive,Negative,0.875,374.2,0.104,0.027,0.159,1493.67,Success,0,Normal,Alert,Alert,Needs Attention
EVT10213,2026-04-08,Demand_Model,North,Positive,Negative,0.484,185.5,0.097,0.129,0.167,946.0,Success,0,Normal,Alert,Normal,Needs Attention
EVT10296,2026-06-25,Churn_Model,South,Positive,Positive,0.908,187.3,0.012,0.204,0.043,182.15,Success,1,Alert,Normal,Normal,Needs Attention
EVT10462,2026-02-08,Demand_Model,South,Positive,Negative,0.653,159.9,0.01,0.33,0.001,792.71,Success,0,Alert,Normal,Normal,Needs Attention
EVT10252,2026-02-06,Demand_Model,North,Positive,Negative,0.935,152.7,0.106,0.264,0.089,837.35,Success,0,Alert,Normal,Normal,Needs Attention
EVT10493,2026-06-20,Churn_Model,North,Positive,Negative,0.506,230.5,0.097,0.148,0.161,1159.53,Failure,0,Normal,Alert,Normal,Needs Attention
EVT10463,2026-04-10,Demand_Model,West,Negative,Positive,0.741,103.1,0.04,0.015,0.0,1036.7,Success,0,Normal,Normal,Normal,Healthy
EVT10304,2026-01-08,Churn_Model,South,Positive,Positive,0.546,247.8,0.081,0.037,0.042,996.81,Success,1,Normal,Normal,Normal,Healthy
EVT10351,2026-06-04,Churn_Model,South,Positive,Negative,0.93,134.2,0.037,0.151,0.189,967.56,Success,0,Normal,Alert,Normal,Needs Attention
EVT10270,2026-04-14,Demand_Model,North,Positive,Positive,0.45,112.5,0.118,0.168,0.063,804.65,Success,1,Normal,Normal,Normal,Healthy
EVT10202,2026-02-22,Demand_Model,East,Negative,Positive,0.848,245.3,0.14,0.293,0.028,522.24,Failure,0,Alert,Normal,Normal,Needs Attention
EVT10162,2026-04-02,Demand_Model,North,Negative,Positive,0.798,162.0,0.041,0.168,0.116,811.62,Failure,0,Normal,Alert,Normal,Needs Attention
EVT10044,2026-01-18,Demand_Model,North,Positive,Positive,0.653,141.2,0.081,0.277,0.129,1232.15,Success,1,Alert,Alert,Normal,Needs Attention
EVT10218,2026-03-11,Fraud_Model,West,Negative,Positive,0.637,307.2,0.162,0.253,0.028,871.99,Success,0,Alert,Normal,Alert,Needs Attention
EVT10402,2026-04-18,Churn_Model,South,Negative,Positive,0.773,226.3,0.169,0.313,0.195,574.39,Success,0,Alert,Alert,Normal,Needs Attention
EVT10191,2026-04-23,Fraud_Model,East,Negative,Negative,0.671,113.7,0.077,0.162,0.159,778.61,Success,1,Normal,Alert,Normal,Needs Attention
EVT10310,2026-01-28,Fraud_Model,East,Positive,Negative,0.877,324.8,0.056,0.115,0.124,847.3,Success,0,Normal,Alert,Alert,Needs Attention
EVT10260,2026-06-01,Fraud_Model,North,Positive,Negative,0.723,108.4,0.078,0.031,0.006,608.4,Failure,0,Normal,Normal,Normal,Healthy
EVT10106,2026-01-28,Demand_Model,North,Positive,Positive,0.55,364.9,0.125,0.191,0.17,628.79,Success,1,Normal,Alert,Alert,Needs Attention
EVT10054,2026-04-02,Demand_Model,South,Negative,Positive,0.745,122.7,0.168,0.081,0.199,615.35,Success,0,Normal,Alert,Normal,Needs Attention
EVT10390,2026-02-27,Demand_Model,North,Negative,Positive,0.934,211.1,0.063,0.078,0.182,512.62,Success,0,Normal,Alert,Normal,Needs Attention
EVT10002,2026-06-29,Demand_Model,West,Positive,Positive,0.846,109.5,0.168,0.288,0.179,234.85,Success,1,Alert,Alert,Normal,Needs Attention
EVT10491,2026-06-10,Fraud_Model,South,Positive,Positive,0.725,143.0,0.156,0.3,0.099,1202.83,Success,1,Alert,Normal,Normal,Needs Attention
EVT10487,2026-06-27,Churn_Model,South,Negative,Negative,0.548,141.1,0.066,0.105,0.097,808.94,Success,1,Normal,Normal,Normal,Healthy
EVT10050,2026-03-31,Churn_Model,East,Negative,Positive,0.754,151.9,0.145,0.211,0.125,606.86,Success,0,Alert,Alert,Normal,Needs Attention
EVT10420,2026-05-27,Fraud_Model,West,Negative,Negative,0.569,205.7,0.112,0.224,0.006,607.86,Success,1,Alert,Normal,Normal,Needs Attention
EVT10081,2026-02-22,Churn_Model,North,Positive,Positive,0.966,385.2,0.159,0.225,0.084,184.13,Success,1,Alert,Normal,Alert,Needs Attention
EVT10206,2026-03-09,Demand_Model,West,Positive,Negative,0.5,393.5,0.143,0.042,0.015,730.8,Failure,0,Normal,Normal,Alert,Needs Attention
EVT10035,2026-04-18,Demand_Model,South,Positive,Negative,0.509,186.4,0.157,0.022,0.103,985.11,Success,0,Normal,Alert,Normal,Needs Attention
EVT10431,2026-05-07,Churn_Model,East,Positive,Positive,0.508,296.5,0.104,0.036,0.087,71.18,Success,1,Normal,Normal,Normal,Healthy
EVT10264,2026-06-01,Demand_Model,North,Negative,Negative,0.516,187.8,0.103,0.344,0.104,442.4,Success,1,Alert,Alert,Normal,Needs Attention
EVT10428,2026-04-27,Churn_Model,East,Positive,Negative,0.595,237.3,0.028,0.068,0.128,1170.37,Success,0,Normal,Alert,Normal,Needs Attention
EVT10367,2026-03-01,Fraud_Model,South,Positive,Negative,0.985,150.2,0.153,0.31,0.082,403.51,Success,0,Alert,Normal,Normal,Needs Attention
EVT10092,2026-01-09,Churn_Model,South,Positive,Negative,0.737,141.4,0.075,0.311,0.12,459.28,Success,0,Alert,Alert,Normal,Needs Attention
EVT10340,2026-02-27,Churn_Model,South,Negative,Negative,0.887,202.4,0.027,0.304,0.061,806.73,Success,1,Alert,Normal,Normal,Needs Attention
EVT10478,2026-01-16,Churn_Model,South,Positive,Positive,0.797,168.6,0.17,0.288,0.199,966.43,Success,1,Alert,Alert,Normal,Needs Attention
EVT10053,2026-03-25,Demand_Model,East,Positive,Positive,0.772,113.7,0.077,0.02,0.186,377.31,Failure,1,Normal,Alert,Normal,Needs Attention
EVT10346,2026-02-01,Churn_Model,South,Negative,Negative,0.896,367.0,0.015,0.341,0.043,716.48,Success,1,Alert,Normal,Alert,Needs Attention
EVT10265,2026-04-26,Fraud_Model,South,Negative,Negative,0.771,151.9,0.045,0.277,0.142,331.54,Success,1,Alert,Alert,Normal,Needs Attention
EVT10242,2026-01-07,Demand_Model,East,Positive,Negative,0.533,265.4,0.015,0.2,0.139,288.71,Success,0,Alert,Alert,Normal,Needs Attention
EVT10014,2026-04-14,Demand_Model,East,Positive,Positive,0.582,245.1,0.03,0.212,0.125,941.0,Success,1,Alert,Alert,Normal,Needs Attention
EVT10316,2026-02-04,Fraud_Model,South,Negative,Negative,0.901,137.5,0.14,0.147,0.086,945.42,Success,1,Normal,Normal,Normal,Healthy
EVT10089,2026-03-06,Fraud_Model,East,Negative,Negative,0.732,318.7,0.156,0.129,0.038,377.75,Success,1,Normal,Normal,Alert,Needs Attention
EVT10388,2026-05-30,Churn_Model,East,Negative,Positive,0.968,298.0,0.095,0.311,0.042,1056.33,Success,0,Alert,Normal,Normal,Needs Attention
EVT10274,2026-06-02,Demand_Model,North,Negative,Positive,0.659,286.8,0.088,0.29,0.076,214.63,Success,0,Alert,Normal,Normal,Needs Attention
EVT10167,2026-04-26,Demand_Model,East,Positive,Positive,0.783,136.8,0.163,0.191,0.082,1029.65,Success,1,Normal,Normal,Normal,Healthy
EVT10329,2026-02-15,Demand_Model,East,Positive,Positive,0.581,303.9,0.171,0.225,0.145,1108.85,Success,1,Alert,Alert,Alert,Needs Attention
EVT10497,2026-03-06,Churn_Model,North,Negative,Negative,0.713,128.3,0.103,0.2,0.033,87.08,Failure,1,Alert,Normal,Normal,Needs Attention
EVT10135,2026-04-06,Churn_Model,West,Positive,Negative,0.577,236.7,0.177,0.196,0.143,511.07,Success,0,Normal,Alert,Normal,Needs Attention
EVT10307,2026-01-21,Fraud_Model,South,Positive,Positive,0.584,210.8,0.162,0.016,0.088,1483.38,Success,1,Normal,Normal,Normal,Healthy
EVT10485,2026-06-01,Fraud_Model,North,Positive,Positive,0.466,216.2,0.095,0.327,0.161,627.51,Success,1,Alert,Alert,Normal,Needs Attention
EVT10320,2026-06-07,Churn_Model,North,Positive,Negative,0.473,160.1,0.08,0.259,0.177,531.38,Success,0,Alert,Alert,Normal,Needs Attention
EVT10244,2026-03-31,Churn_Model,South,Positive,Positive,0.967,151.0,0.138,0.055,0.046,70.78,Success,1,Normal,Normal,Normal,Healthy
EVT10055,2026-04-21,Fraud_Model,East,Positive,Positive,0.69,169.7,0.031,0.106,0.159,746.07,Success,1,Normal,Alert,Normal,Needs Attention
EVT10364,2026-06-02,Demand_Model,East,Negative,Negative,0.725,202.0,0.031,0.319,0.103,904.08,Success,1,Alert,Alert,Normal,Needs Attention
EVT10051,2026-02-22,Demand_Model,South,Positive,Positive,0.655,260.2,0.138,0.149,0.056,1016.09,Failure,1,Normal,Normal,Normal,Healthy
EVT10461,2026-03-26,Demand_Model,South,Negative,Positive,0.821,209.0,0.052,0.27,0.153,108.42,Success,0,Alert,Alert,Normal,Needs Attention
EVT10175,2026-06-21,Demand_Model,West,Positive,Positive,0.817,151.7,0.118,0.015,0.072,218.89,Success,1,Normal,Normal,Normal,Healthy
EVT10446,2026-01-16,Fraud_Model,East,Positive,Negative,0.924,132.6,0.167,0.16,0.098,77.47,Success,0,Normal,Normal,Normal,Healthy
EVT10190,2026-04-11,Demand_Model,East,Positive,Negative,0.542,120.8,0.129,0.025,0.085,731.38,Success,0,Normal,Normal,Normal,Healthy
EVT10188,2026-05-11,Fraud_Model,West,Positive,Negative,0.793,233.8,0.134,0.089,0.112,809.31,Success,0,Normal,Alert,Normal,Needs Attention
EVT10170,2026-06-04,Churn_Model,West,Negative,Negative,0.812,364.4,0.179,0.148,0.017,1062.39,Success,1,Normal,Normal,Alert,Needs Attention
EVT10059,2026-02-04,Churn_Model,West,Positive,Positive,0.797,124.1,0.126,0.324,0.093,1466.35,Success,1,Alert,Normal,Normal,Needs Attention
EVT10049,2026-01-09,Demand_Model,East,Positive,Positive,0.779,140.0,0.12,0.078,0.025,1227.77,Success,1,Normal,Normal,Normal,Healthy
EVT10345,2026-04-24,Churn_Model,North,Positive,Negative,0.872,305.8,0.069,0.229,0.185,995.8,Success,0,Alert,Alert,Alert,Needs Attention
EVT10236,2026-01-11,Churn_Model,North,Negative,Negative,0.84,173.2,0.108,0.073,0.169,1406.3,Failure,1,Normal,Alert,Normal,Needs Attention
EVT10253,2026-06-09,Fraud_Model,North,Positive,Negative,0.898,168.1,0.083,0.087,0.15,592.02,Failure,0,Normal,Alert,Normal,Needs Attention
EVT10022,2026-02-07,Churn_Model,East,Negative,Negative,0.958,111.2,0.159,0.145,0.059,691.43,Success,1,Normal,Normal,Normal,Healthy
EVT10314,2026-05-27,Churn_Model,North,Negative,Positive,0.784,310.5,0.079,0.329,0.038,295.78,Success,0,Alert,Normal,Alert,Needs Attention
EVT10460,2026-06-25,Fraud_Model,West,Positive,Positive,0.782,277.4,0.099,0.201,0.189,1372.0,Success,1,Alert,Alert,Normal,Needs Attention
EVT10161,2026-05-08,Demand_Model,South,Negative,Positive,0.593,153.4,0.103,0.266,0.003,430.58,Success,0,Alert,Normal,Normal,Needs Attention
EVT10277,2026-05-08,Churn_Model,South,Positive,Positive,0.564,176.0,0.018,0.276,0.018,1242.39,Success,1,Alert,Normal,Normal,Needs Attention
EVT10444,2026-04-27,Churn_Model,South,Positive,Positive,0.501,227.7,0.111,0.069,0.051,1334.58,Success,1,Normal,Normal,Normal,Healthy
EVT10192,2026-03-22,Fraud_Model,North,Negative,Negative,0.678,147.0,0.172,0.034,0.006,341.12,Failure,1,Normal,Normal,Normal,Healthy
EVT10386,2026-03-04,Fraud_Model,West,Positive,Negative,0.591,118.2,0.064,0.138,0.111,1372.34,Success,0,Normal,Alert,Normal,Needs Attention
EVT10294,2026-05-08,Churn_Model,East,Negative,Positive,0.544,135.2,0.044,0.012,0.055,118.11,Success,0,Normal,Normal,Normal,Healthy
EVT10414,2026-05-24,Fraud_Model,North,Positive,Negative,0.813,134.5,0.177,0.345,0.009,478.83,Success,0,Alert,Normal,Normal,Needs Attention
EVT10344,2026-01-24,Demand_Model,South,Negative,Positive,0.587,187.1,0.155,0.028,0.007,1340.7,Success,0,Normal,Normal,Normal,Healthy
EVT10258,2026-05-11,Demand_Model,West,Negative,Positive,0.516,150.8,0.164,0.233,0.058,404.03,Success,0,Alert,Normal,Normal,Needs Attention
EVT10309,2026-04-07,Fraud_Model,North,Negative,Positive,0.676,193.7,0.053,0.25,0.076,1453.31,Success,0,Alert,Normal,Normal,Needs Attention
EVT10150,2026-06-19,Demand_Model,North,Positive,Positive,0.815,115.9,0.049,0.274,0.023,50.27,Success,1,Alert,Normal,Normal,Needs Attention
EVT10131,2026-02-11,Churn_Model,East,Positive,Positive,0.864,438.4,0.162,0.15,0.157,495.5,Success,1,Normal,Alert,Alert,Needs Attention
EVT10152,2026-03-03,Demand_Model,East,Positive,Positive,0.691,165.8,0.081,0.301,0.19,943.82,Failure,1,Alert,Alert,Normal,Needs Attention
EVT10360,2026-06-19,Demand_Model,North,Positive,Negative,0.806,179.1,0.076,0.068,0.107,563.85,Success,0,Normal,Alert,Normal,Needs Attention
EVT10100,2026-06-12,Fraud_Model,West,Negative,Negative,0.517,238.9,0.119,0.255,0.069,146.71,Success,1,Alert,Normal,Normal,Needs Attention
EVT10373,2026-03-06,Fraud_Model,North,Positive,Positive,0.747,181.9,0.102,0.042,0.018,1249.87,Failure,1,Normal,Normal,Normal,Healthy
EVT10088,2026-02-14,Churn_Model,North,Negative,Positive,0.783,226.0,0.032,0.292,0.131,387.18,Success,0,Alert,Alert,Normal,Needs Attention
EVT10459,2026-05-24,Demand_Model,East,Positive,Positive,0.89,253.8,0.109,0.053,0.178,567.03,Success,1,Normal,Alert,Normal,Needs Attention
EVT10331,2026-04-09,Demand_Model,West,Positive,Negative,0.888,175.1,0.032,0.161,0.068,964.54,Failure,0,Normal,Normal,Normal,Healthy
EVT10215,2026-05-24,Demand_Model,West,Positive,Positive,0.573,240.7,0.053,0.268,0.183,1317.12,Success,1,Alert,Alert,Normal,Needs Attention
EVT10467,2026-01-10,Fraud_Model,South,Positive,Positive,0.9,183.8,0.046,0.2,0.093,171.4,Success,1,Alert,Normal,Normal,Needs Attention
EVT10122,2026-05-11,Churn_Model,East,Negative,Negative,0.939,249.6,0.051,0.101,0.001,1111.96,Success,1,Normal,Normal,Normal,Healthy
EVT10021,2026-06-07,Demand_Model,South,Positive,Negative,0.774,200.2,0.053,0.278,0.04,235.27,Success,0,Alert,Normal,Normal,Needs Attention
EVT10189,2026-04-23,Demand_Model,South,Negative,Positive,0.858,157.6,0.07,0.33,0.049,512.73,Success,0,Alert,Normal,Normal,Needs Attention
EVT10072,2026-02-13,Demand_Model,West,Positive,Positive,0.663,318.4,0.153,0.198,0.171,578.77,Failure,1,Normal,Alert,Alert,Needs Attention
EVT10107,2026-05-15,Fraud_Model,North,Negative,Positive,0.946,163.9,0.103,0.278,0.018,917.96,Success,0,Alert,Normal,Normal,Needs Attention
EVT10271,2026-03-25,Demand_Model,East,Negative,Positive,0.46,146.9,0.072,0.1,0.167,1492.14,Success,0,Normal,Alert,Normal,Needs Attention
EVT10349,2026-05-31,Fraud_Model,South,Positive,Positive,0.693,97.0,0.046,0.264,0.172,874.4,Success,1,Alert,Alert,Normal,Needs Attention
EVT10436,2026-05-02,Demand_Model,South,Negative,Positive,0.531,329.3,0.023,0.25,0.129,497.76,Success,0,Alert,Alert,Alert,Needs Attention
EVT10103,2026-05-03,Fraud_Model,West,Positive,Negative,0.55,313.2,0.123,0.156,0.056,1402.19,Success,0,Normal,Normal,Alert,Needs Attention
